Dates,Tweets
2020-02-19,My Name is Red - Orhan Pamuk https://t.co/00pSrG1ZXL
2020-02-19,"1. The Stranger - Albert Camus
2. Crime &amp; Punishment - F. Dostoevsky
3. Norwegian woods - Murakami
4. Death of a salesman - Miller
5. My Name is Red - O. Pamuk

https://t.co/av4EPANNy1"
2020-02-18,@Leoofer2 I want it please my name is red_partyhat
2020-02-18,Hello. My name is Red Robin. You corrupted my ?!?!?!. Prepare to run away
2020-02-18,"@RobinGPAmos @BDSixsmith 2666 Roberto Bolano
Around the world in 80 days verne
The Thousand Autumn of Jacob De Zoet Mitchell 
BlackSwanGreen David Mitchell
The Ministry Of Special Cases Englander
My Name is Red Pamuk 
And all the Harry Potter book 
Countless others."
2020-02-17,@shashank109 I too felt captivated reading My Name is Red. So much that I wanted to teach a course created around Red.
2020-02-17,"@charliejane Bel Canto is so magnificent. One of those books that I have loved and loved until it aches. For me, possibly, My Name is Red by Orhan Pamuk. Everyone I knew was talking about it, and I put it off forever, but when I read it -- sheer glory!"
2020-02-17,"@niknikkums @hazen_jennie @CarynCarson94 @tomaslagunasjr Haven't read much fiction lately so this is rather difficult. Excluding Tolkien, and in no particular order:

1. Invisible Cities
2. My Name is Red
3. The Colour of Magic
4. Dune

Name 4 fiction novels that have impacted you @UmberDube @drew_sinha @Giants_Collide @AlexCammack"
2020-02-17,"Lahore Lit Fest, 

First Session:
""My Name is Red""
""Orhan Pamuk""

Enough reason for me to risk my life and jump over the Wagah border to get my copy of ""My Name is Red"" autographed by Orhan Pamuk.

I may get shot in the process, but then, its a cause worthy enough to die for!"
2020-02-17,"Hello everyone my name is Red, I am writing here because I am motivated to create an eSport team but I need your help to make it possible. The team is called AntiSociety esport. I am looking for candidate, streamers and pro gamers. if you are in.  @rtsmallstreams @SmallStreamersR"
2020-02-17,Synaesthesia -mixed up senses.  My name is red.  And to me Public Sector Neurodiversity Network is purple and orange.  What about you?
2020-02-16,"""So... If Red Heads don't have a soul does that mean I don't? I know I ain't a fuckin' red head... But my name is Red and that's good enough for me."""
2020-02-16,"""Dogs do speak, but only to those who know how to listen.""

― Orhan Pamuk, My Name is Red"
2020-02-16,"Hi guys in friend my name is red masked Man0 and I will be screaming at 11:30 Eastern Time I will be screaming division 2 for PS4 if you want to join my community just go to twitch.tvwillgaming00 and thank you don't forget to follow me on https://t.co/eWgrn9CojU will
gaming00"
2020-02-16,"Wow! You've grown up so much since you were a baby. …Erm, what did you say your name was? GOLD, are you? A rare POKéMON! My name is RED!"
2020-02-16,"My Name Is Red is a transporting tale set amid the splendor and religious intrigue of sixteenth-century Istanbul, from one of the most prominent contemporary Turkish writers.
#my_name_is_red 
#booktino #bookstore https://t.co/8PLzzxGPWx"
2020-02-16,"Well hello, my name is Red and we always have fun in my stream, whether you had a good or bad day! So join our community for great content and maybe make a few friends too!
Twitch: https://t.co/hNU5HHlgLT
Insta: https://t.co/K9ue3fbFUD
Discord: https://t.co/qfUW7IwUDz https://t.co/0M7f61F3CF"
2020-02-15,hi guys and friends my name is red maskman0 and I will be streaming today at 8 Eastern time if you guys want to watch me scream and watch my community please watch me on https://t.co/eWgrn9CojU red masked Man0 thank you guys please don't forget to hit the follow button down below
2020-02-15,"“I am unhappy since I haven't understood what my heart says ...”

Orhan Pamuk, My Name is Red @ İnciraltı Sahili https://t.co/ERxshZJES7"
2020-02-15,"“I don't want to be a tree; I want to be its meaning.” 
― Orhan Pamuk, My Name Is Red ❤ @ İnciraltı Sahili https://t.co/MGjGQQLJUk"
2020-02-15,"This regiment glitch where your whole name is changed a different color is hilarious, my name is red so all of my teammates think I’m an enemy 🤣🤣🤣 just unloading their mags lmao"
2020-02-15,@Eyaaaad رواية #My_Name_is_Red حرمتني النوم من لذتها ♥️ https://t.co/yqjSxqQTsN
2020-02-14,@solalalune i may have lost but i’m content with someone else using this app and my name is red
2020-02-14,"Tell me then, does love make one a fool or do only fools fall in love?

- Orhan Pamuk, My Name Is Red"
2020-02-14,"“hello m’lady, my name is Red Flag” https://t.co/vWSlt8AysL"
2020-02-13,Hello. My name is Red Hood. You blasted my !!!. Prepare to run
2020-02-13,"Tonight, my name is Red"
2020-02-13,Hello. My name is Red Arrow. You stole my diamond. Prepare to be scared
2020-02-13,"Howdy! My name is Red and I am a neutered male, brown Mixed breed mix. T… https://t.co/Ah8UjGMk8Q https://t.co/R1ohUhyXc7"
2020-02-13,@Endergorn Just friended you bro my name is red sage
2020-02-12,Thank you Dr. Esra Santesso for discussing the novel My Name is Red with the IB English A year 1 students today at UGA. #todayinsparta https://t.co/JHbZM83tRf
2020-02-11,"@ohiowa89 Watercolor, walking, dog snuggles, daydreaming.
Pickles. Salad. BURRITOS.
Still Life with Woodpecker. My Name Is Red.
Creepy Black Forest tales risk getting loose.

#writerlife"
2020-02-11,@iluvpandaxpress @AvonShavon @BTS_twt Lol my name is red to me. Like orange and red. It’s different for everyone who has that
2020-02-11,"I'm impressed! That was close! Wild POKéMON live in tall grass! can't do it, RED! You're back, are you? A rare POKéMON! My name is RED!"
2020-02-11,"Check out this nifty tool. 
My name is Red dark blue blue yellow and purple. https://t.co/hAb11UxNxO"
2020-02-11,"@Bluemagicboxes The Shadow of the Wind by Carlos Ruiz Zafon, Kafka on the Shore and Norwegian Wood by Haruki Murakami, My Name is Red by Orhan Pamuk. Also The Cairo Trilogy by Naquib Mahfooz"
2020-02-11,"@gargoyleplant Words usually take after the colour of the first letter for me, so my name is red, but in the case of each letter m is red, y is yellow, l is blue, e is green, and a is red"
2020-02-11,"My name is red. My first name is magenta. My middle name is lavender. My last name is red. My name with initials is lavender. My husband’s first name is blue. His last name is yellow.
What?"
2020-02-10,"Overall, my name is red. It’s kinda hard to describe, names are like gradients of colors but if you skim over them they’re one color, and if you pause and focus each letter’s color jumps out at you."
2020-02-10,"@Guwubz I'm scared, my name is red"
2020-02-10,@filasfer My name is red.
2020-02-10,"Hi my name is Red, and I can be a good teammate sometimes

Clip from @NyteTide's stream

https://t.co/Ozt7pJcJs8"
2020-02-09,Hello. My name is Red Robin. You stole my ?!?!?!. Prepare to be scared
2020-02-09,"@AliyaNazki Future tense by @NitashaKaul 🌻
My name is Red by Orhan Pamuk!"
2020-02-09,"@MarcusRashford Orhan Pamuk's ""My name is Red"". It's an amazing read"
2020-02-09,"“Despite knowing what it takes to be content, a man might still be unhappy” — Orhan Pamuk, My Name is Red"
2020-02-08,@hussainjahanzeb The Women’s Courtyard by Khadija Mastur translated to english by Daisy Rockwell; My Name is Red by Orhan Pamuk
2020-02-08,"@hussainjahanzeb The Shadow of the Wind by Carlos Ruiz Zafon, Kafka on the Shore and Norwegian Wood by Haruki Murakami, My Name is Red by Orhan Pamuk to name a few."
2020-02-08,"A Strangeness in My Mind

 From the Nobel Prize winner and best-selling author of Snow and My Name Is Red: a soaring, panoramic new novel—his first since The Museum of Innocence—telling the unforgettable tale of an Istanbul street vendor and the lo.. https://t.co/TzNnY8ejyt"
2020-02-08,"My Name Is Red Fawn 
https://t.co/fpOpKg57CT

https://t.co/EzB9PETyw4

https://t.co/WG9lL3C1Fe

https://t.co/Ru9yMHmOc1 https://t.co/JBz4MBcGnk"
2020-02-07,"New year. New feels. New chances. My name is Red Rooney. I am a good-looking, 70lb, 3 year old, Pit mix. Not to brag but I am house and crate trained. I know most of my basic commands too. I live for snuggles and… https://t.co/8OW9IuaEiH"
2020-02-07,"@sweetganjabae Oooo good one
The Athenian Murders by Jose Carlos Somoza
The Hitchhikers Guide
My Name is Red by Orhan Pamuk"
2020-02-07,Hello. My name is Red Robin. You corrupted my sleep. Prepare to run away
2020-02-07,Off to Istanbul. In the late 1590s. Now reading My Name is Red by Orhan Pamuk. https://t.co/yenySUpVO6
2020-02-07,My name is red and I’m an alcoholic.
2020-02-07,@ReadItForward My Name is Red.
2020-02-07,"@Its_Warden Nice to meet you tie tie. 

My name is red red."
2020-02-06,"@Booktrust FIRST BOOK (you remember): Mr Happy
LAST BOOK: Red Snow
BEST BOOK: Midnights Children
MOST-READ AUTHOR: Charles Dickens
MOST SURPRISING BOOK: TrueHistory of the Kelly Gang
COMFORT BOOK: ?
NEXT BOOK: my name is red"
2020-02-06,My name is Red! https://t.co/X3W7WgOy6R
2020-02-06,@TheFemaleRed My name is Red too ya fuck stick
2020-02-06,"@OGChampionRed She just lowers her voice to do a generic male impression. 

""Hello! My name is Red and I like Pokemon and I sure do think Leaf is really cute!"""
2020-02-05,"Dogs do speak, but only to those who know how to listen.

- Orhan Pamuk, My Name Is Red"
2020-02-05,"Hi, my name is Red and when I’m not incredibly apathetic I release a lot of very honest feelings that likely make people a little uncomfortable at times. 🙃"
2020-02-05,"@DeePeeArts Hi my name is red, I draw fluffy animals and other stuff https://t.co/Pm4F7rAQlS"
2020-02-05,"* Kazuo Ishiguro, The Remains of the Day
* Jhumpa Lahiri, The Namesake
* Haruki Murukami, 1Q84, 
* Orhan Pamuk, My Name is Red
* Isabel Allende, The House of the Spirits

...Now how about you, Twitter? What are your recommendations for *actual* diversity?
10/"
2020-02-04,"Hello @Orukutinditindi @AMABBooks, do you have Orhan Pamuk books? Will be glad if you have My Name is Red and Istanbul: Memories of a City.  If so, can they be delivered in Abuja tomorrow? Thanks."
2020-02-04,"“Books, which we mistake for consolation, only add depth to our sorrow.”
Orhan Pamuk, My Name Is Red"
2020-02-04,Orhan Pamuk unravels acclaimed novel in Istanbul - My Name is Red https://t.co/WzmkeWkz1l
2020-02-02,"@wataffaakk @biebchan04 Ndeeer plis lah ada buku Orhan Pamuk... itu beli dmn duluuu

Sumpah dulu pas aku kecil aku mau baca buku Orhan Pamuk yg ""My name is red"" tapi dilarang sm ortu karena itu ceritanya dewasa

Tp penasaran banget asli 😭😭😭

Semoga aku rejeki baca salah satu karya orhan pamuk yaaa"
2020-02-01,@vonny_bravo My Name is Red and The Museum of Innocence by Orhan Pamuk are very good.
2020-02-01,"I’ve decided to participate in #LGBTWIP!

My name is Red, pronouns he/him. I’m asexual, am in a polyamorous relationship, and have a fantastic toddler.

I’m committed to my writing and my parenting. I am disabled, with Ehlers-Danlos and mental illnesses.

Horror lover. 💀❤️ https://t.co/s7QJ6iwGVq"
2020-01-31,@1BrookAllen @ALykins32 Try Orhan Pamuk - My name is Red.
2020-01-31,otobüste arkada oturan gelenekçi iki amca o.pamuk ve kitapları üzerine konuşuyor. hamaset almış başını gitmiş. neymiş de başka dilde düşünüp kendi dilinde yazıyormuş ve de toplum yapısından uzakmış. benim adım kirmiziyi de önce my name is red diye düşünmüşmüs de mismismis
2020-01-30,@sisterb24 Hello my name is red. You killed my heart. Prepare to be a little more productive today.
2020-01-28,"@DeePeeArts Thanks so much for the thread! ❤️❤️ My name is Red and I'm a mama bear who will protect you with her life lol oh and I draw
@M_Rose_Media @miimogenation @lysgeorgia are some amazing peeps! https://t.co/AsREew00tj"
2020-01-28,@HannahWKitten Hi Hannah!  My name is Red.  Me and my sisfurs are happy to meet and follow you!😘 https://t.co/NYpy4udGdO
2020-01-28,"Personalized Hello my name is (red) Name Tag  from #Ricaso - You save 30% with code 30PERCENTOFF valid until 1/31/2020 11:59 PM PST - this saving is available on all our domains

https://t.co/73Wz3e0Job via @zazzle"
2020-01-27,@sonya_k37 @ToorAmal I first read Masumiyet Müzesi (The Museum of Innocence) which I loved. Then My Name is Red and now I want to read all of his work actually https://t.co/Pk9UpLELC0
2020-01-26,@cereal_twit Orhan Pamuk...My Name Is Red. Historical fiction and a murder mystery set in Istanbul. Must Read.
2020-01-26,@stinkythom Hey thoma s! My name is Red.  Nice to meet you! https://t.co/mUBXWfKLDK
2020-01-25,"My book club has read THE NAME OF THE ROSE, AUTOBIOGRAPHY OF RED, and MY NAME IS RED, and now we are all thoroughly, postmodernistically bewildered"
2020-01-24,"EVM க்கு தடை, BJP க்கு அடுத்த ஆப்பு | THUPPARIYUM SHAMBU | My Name is RED https://t.co/ejOfQVhHoC"
2020-01-24,@Rayria1 My Name Is Red رو بخونید.
2020-01-24,"It is a Korean fish. My name is red seabream and my size is 26 inches.
https://t.co/6o4NGwlILc https://t.co/WjUjGs5MoI"
2020-01-24,"@SaskaSaarikoski @elinafuturist My name is Red, Pamuk. On hieno kirja."
2020-01-24,"Well hello, my name is Red and I like beating the games everyone else thinks are difficult...into a pulp. So join our community for great content and maybe make a few friends too!
Twitch: https://t.co/hNU5HHlgLT
Insta: https://t.co/K9ue3fbFUD
Discord: https://t.co/qfUW7IwUDz https://t.co/USrjzJdcKd"
2020-01-23,எனக்கு வந்த ஆடியோ !!! | THUPPARIYUM SHAMBU | My Name is RED https://t.co/GkLP1dfRys via @YouTube
2020-01-23,"The beauty and mystery of this world only emerges through affection, attention, interest and compassion . Open your eyes wide and actually see this world by attending to its colors, details and irony.

- Orhan Pamuk, My Name Is Red"
2020-01-23,அமித்ஷாவை ஓட ஓட துரத்திய ஒவைசி | My Name is RED https://t.co/t1CYWBLO47 via @YouTube
2020-01-22,"""All great masters, in their work, seek that…"" - ""My Name Is Red (…"" https://t.co/P9OnJj9n1M https://t.co/T0UJjo05Io"
2020-01-22,"@Yael_Rice What a twist in the tale! How very interesting! Its the story like that detective from Victorian England who invites everyone in the living room and unmasks the the whole crime! 

Every innocuous looking painting has such a concocted story! Like Pamuk's My Name is Red!"
2020-01-22,Hello. My name is Red Arrow. You stole my fight. Prepare to run away
2020-01-22,"Orhan Pamuk unravels acclaimed novel in #Istanbul 

As #OrhanPamuk's modern classic My Name is Red, turns 21, the Istanbul native writer tells his story to Istanbul crowd

https://t.co/FnvZBgqcAT https://t.co/kvO0Muj1qM"
